,name,price,supply,link
208," 611.2100, 10 А, 250 В, 6×30, Предохранитель стеклянный быстродействующий",20,"5 недель, 5985 шт.",/product/611.2100-10-a-250-v-6-30
209," 611.2120, 12 А, 250 В, 6×30, Предохранитель стеклянный быстродействующий",20,"5 недель, 6000 шт.",/product/611.2120-12-a-250-v-6-30
210," 611.2150, 15 А, 250 В, 6×30, Предохранитель стеклянный быстродействующий",20,"5 недель, 6000 шт.",/product/611.2150-15-a-250-v-6-30
211," 611.2200, 20 А, 250 В, 6×30, Предохранитель стеклянный быстродействующий",20,"5 недель, 5980 шт.",/product/611.2200-20-a-250-v-6-30
212," 632.618 , 1.25 A, 250 В, 6.3x32 мм, Предохранитель стеклянный быстродействующий",85,2 шт.,/product/632.618-1.25-a-250-v-6.3x32-mm
213," AGU (AUE), 60 А, 10x38 мм, Предохранитель",45,10 шт.,/product/agu-60a
214," AGU (AUE), 70 A ,10x38 мм, Предохранитель",52,26 шт.,/product/agu-70a
215," FCD-250MA, Предохранитель: плавкая вставка; 250мА; 250ВAC; керамический",290,1 шт.,/product0/9001610758
216," FS-45GF-0.5/250, 0.5 А, 250 В, 4.5х14.5мм, Предохранитель стеклянный",32,25 шт.,/product/fs-45gf-0.5-250-0.5
217," SR-5H-4A-AP, Предохранитель",350,1 шт.,/product/sr-5h-4a-ap
218," ZGS-12.5A, Предохранитель быстрый стеклянный 6,3x32мм 60В 12,5A",58,5 шт.,/product/632.628-eska
219, впб6-39в-5а 19г Предохранитель впб6-39в-5 а 19 РДЗ,72,8 шт.,/product0/9000689370
220," ПК30, 1 А, 250 В, Предохранитель",9,908 шт.,/product/pk30-1a
221," Предохранитель 3,6x10, ток 10,0 А, стекло",36,1 шт.,/product0/9001002145
222," Предохранитель 5x20, ток 0,25 А, стекло, KF-0360B[ВПБ6-2]",36,2 шт.,/product0/9001019963
223, Предохранитель KLS5-1046-25000 (25A) / D6x30 (glass) 25A fast blow,3,140 шт.,/product0/9000719924
224," Предохранитель стеклянный 5x20\ 1,0А\\стек\\KF- 0360B[ВПБ6-7]\ ...",36,328 шт.,/product0/9000885757
225," 0.8A 5kV (6x40), Предохранитель цилиндрический высоковольтный , 0.8 A, 5 кВ ...",29,2500 шт.,/product0/8008312358
226," 0.9A 5kV (6x40), Предохранитель цилиндрический высоковольтный , 0.9 A, 5 кВ ...",31,660 шт.,/product0/8008312359
227," 0034.6605, предохранитель на плату MST 250В 100мА T 4.3",120,300 шт.,/product0/8016804844
228," 0216004.HXP, Предохранитель: плавкая вставка, быстрый, 4А, 250ВAC, 5x20мм",110,7 шт.,/product0/8018221231
229," 021806.3MXP, Предохранитель: плавкая вставка, медленный, 6,3А, 250ВAC, 5x20мм",25,520 шт.,/product0/8021157584
230," 0251.750HAT1L, Предохранитель миниатюрный 2,8x7,1 мм, сверхбыстродействующий ...",440,20 шт.,/product0/8022002281
231," 0251002.HAT1L, Предохранитель миниатюрный 2,8x7,1 мм, сверхбыстродействующий 2А, 125В",440,14 шт.,/product0/8028986137
232," 0251005.NRT1L, Предохранитель: плавкая вставка; сверхбыстрый; 5А; 125В; осевой",170,48 шт.,/product0/8011024541
233," 0251010.NRT1L, Предохранитель плавкий",44,148 шт.,/product0/8026700666
234," 0314006.HXP, Предохранитель: плавкая вставка, быстрый, 6А, 250ВAC, 6,3x32мм",170,5 шт.,/product0/8027113558
235," 100NHG000B, Предохранитель с характеристикой gG, 100А, 500В AC, NH000",2 600,18 шт.,/product0/8007031821
236," 10NHG000B-690, Предохранитель с характеристикой GG, 10А, 690VAC, NH000",1 300,2 шт.,/product0/8007031849
237," 157.5701.5801, Предохранитель: плавкая вставка, 80А, 48ВDC",2 070,8 шт.,/product0/8017249862
238," 160NHG01B, Предохранитель: плавкая вставка, gG, gL, 160А, 500ВAC, 250ВDC, NH01",2 110,3 шт.,/product0/8013404227
239," 16NHG000B, Предохранитель с характеристикой GG, 16А, 500VAC, NH000",1 750,18 шт.,/product0/8008726379
240," 170M1308, Предохранитель 10A 690V 000U/80 GR UC",4 980,1 шт.,/product0/8010349837
241," 170M1364, Предохранитель быстродействующий с характеристикой GR, 50А, 690В AC, 000/80",5 400,6 шт.,/product0/8007031959
242," 170M1366, Предохранитель быстродействующий с характеристикой AR, 80А, 690VAC, 000/80",5 060,61 шт.,/product0/8007031960
243," 170M1367, Предохранитель быстродействующий с характеристикой AR, 100А, 690VAC, 000/80",6 090,3 шт.,/product0/8014355929
244," 170M1372, Предохранитель быстродействующий с характеристикой AR, 315А, 690В AC ...",5 060,20 шт.,/product0/8007031964
245," 170M1564D, Предохранитель быстродействующий с характеристикой GR, 50А, 690В AC ...",5 670,8 шт.,/product0/8007758650
246," 179020.2,5, Предохранитель плавкая вставка 5x20 быстродействующий 2,5A",44,3 шт.,/product0/8022595060
247," 179120.6,3, Предохранитель плавкая вставка, замедленного действия, 5x20мм",73,251 шт.,/product0/8028127305
248," 32NHG000B, Предохранитель с характеристикой GG, 32А, 500VAC, NH000",1 790,9 шт.,/product0/8014351151
249," 3302-8402012-30, Капот ГАЗ-3302,33104 Н/О некрашеный пластик ТЕХНОПЛАСТ",4 390,1 шт.,/product0/8011807943
250," 33078-1201010, Глушитель ГАЗ-3302,3221,2705 дв.ЗМЗ. 402,405,406,ГАЗ-560 труба ...",2 550,78 шт.,/product0/8012733799
251," 37212000431, Предохранитель: плавкая вставка, медленный, 2А, 250ВAC, TR5",140,12 шт.,/product0/8018017730
252," 520.602, Предохранитель: плавкая вставка, быстрый, 32мА, 250ВAC, 5x20мм",440,40 шт.,/product0/8009477121
253," 520.619, Предохранитель: плавкая вставка, быстрый, 1,6А, 250ВAC, 5x20мм",44,34 шт.,/product0/8026856386
254," 520.620, Предохранитель: плавкая вставка, быстрый, 2А, 250ВAC, 5x20мм",44,137 шт.,/product0/8013828720
255," 520.622, Предохранитель: плавкая вставка, быстрый, 3,15А, 250ВAC, 5x20мм",58,75 шт.,/product0/8018017720
256," 520.623, Предохранитель: плавкая вставка, быстрый, 4А, 250ВAC, 5x20мм",58,84 шт.,/product0/8007182269
257," 520.625, Предохранитель: плавкая вставка, быстрый, 6,3А, 250ВAC, 5x20мм",44,5 шт.,/product0/8024642552
258," 520.627, Предохранитель: плавкая вставка, быстрый, 10А, 125ВAC, 5x20мм",44,51 шт.,/product0/8027030960
259," 521.011, Предохранитель: плавкая вставка, средне медленные, 250мА, 250ВAC",58,81 шт.,/product0/8024642548
260," 522.504, Предохранитель замедленный стеклянный 5x20мм 250В 0,05A",180,25 шт.,/product0/8020677564
261," 522.511, Предохранитель: плавкая вставка, медленный, 250мА, 250ВAC, 5x20мм",44,89 шт.,/product0/8020168914
262," 522.514, Предохранитель: плавкая вставка, медленный, 500мА, 250ВAC, 5x20мм",58,800 шт.,/product0/8013671621
263," 522.517, Предохранитель: плавкая вставка, медленный, 1А, 250ВAC, 5x20мм",44,412 шт.,/product0/8007037995
264," 522.520, Предохранитель: плавкая вставка, медленный, 2А, 250ВAC, 5x20мм",58,3131 шт.,/product0/8021539570
265, 522.524,43,5395 шт.,/product0/8010042107
266," 632.618, Предохранитель быстрый стеклянный 6,3x32мм 250В 1,25A",120,81 шт.,/product0/8024642553
267," 901762, Предохранитель стеклянный 6х30 W232 (20 Ампер)",23,3 шт.,/product0/8033493188
268," 904667, Предохранитель стеклянный 6х30 W232 (1 Ампер )",19,10 шт.,/product0/8033491991
269," FCA-12A, Предохранитель: плавкая вставка; 12А; 250ВAC; керамический",230,9 шт.,/product0/8037091012
270," FWC-25A10F, Предохранитель быстродействующий с характеристикой AR, 25А ...",1 170,7 шт.,/product0/8007034563
271," FWC-2A10F, Предохранитель быстродействующий с характеристикой AR, 2А, 600VAC, 10x38мм",1 100,7 шт.,/product0/8007034564
272," H520PT 0.5A, Предохранитель цилиндрический стеклянный H520PT, 0.5 A, 250 В ...",7,15600 шт.,/product0/8009637650
273," H520PT 10A, Предохранитель цилиндрический стеклянный H520PT, 10 A, 250 В ...",9,13490 шт.,/product0/8007977736
274," H520PT 15A, Предохранитель цилиндрический стеклянный H520PT, 15 A, 250 В ...",7,2200 шт.,/product0/8007996202
275," H520PT 2A, Предохранитель цилиндрический стеклянный H520PT, 2 A, 250 В ...",21,5006 шт.,/product0/8007982992
276," H520PT 3A, Предохранитель цилиндрический стеклянный H520PT, 3 A, 250 В ...",6,1600 шт.,/product0/8007982993
277, H520PT 5A,10,1392 шт.,/product0/8022445071
278," S1014 0.4а (ВПБ6), Предохранитель цилиндрический S1014, 0.4 А, 250 В ...",4,19488 шт.,/product0/8007168877
279," S1014 0.8а (ВПБ6), Предохранитель цилиндрический S1014, 0.8 А, 250 В ...",4,1900 шт.,/product0/8007239007
280," S1014 3а (ВПБ6), Предохранитель цилиндрический S1014, 3 А, 250 В, -60…+85 °C ...",4,51600 шт.,/product0/8007239033
281," SQ0738-0001, Плавкая вставка ВПБ6-1 0,16А 250В TDM упак (10 шт.)",200,559 шт.,/product0/8008381908
282," SQ0738-0008, Плавкая вставка ВПБ6-8 1,25А 250В TDM упак (10 шт.)",160,200 шт.,/product0/8008743822
283," SQ0738-0009, Плавкая вставка ВПБ6-9 1,6А 250В TDM упак (10 шт.)",160,103 шт.,/product0/8008381915
284," SQ0738-0010, Плавкая вставка ВПБ6-10 2А 250В TDM упак (10 шт.)",160,1434 шт.,/product0/8008783025
285," SQ0738-0101, Плавкая вставка ВПТ6-1 0,16А 250В TDM упак (10 шт.)",200,69 шт.,/product0/8008381919
286," SQ0738-0108, Плавкая вставка ВПТ6-8 1,25А 250В TDM упак (10 шт.)",160,105 шт.,/product0/8008381926
287," SQ0738-0113, Плавкая вставка ВПТ6-13 5А 250В TDM упак (10 шт.)",160,116 шт.,/product0/8008381929
288," SQ0738-0117, Плавкая вставка Н520Т 12А 250В TDM упак (10 шт.)",210,299 шт.,/product0/8008783028
289," ВПБ6-13В (5А 250В), Предохранитель стеклянный",28,14 шт.,/product0/8025666682
290," ВПБ6-2В 0.25А 250В, вставка плавкая (20-24г.)",55,6400 шт.,/product0/8708738047
291," ВПБ6-31 0.5 А, 8*50, ""1"" Стекло",52,3 шт.,/product0/8002933103
292," ВПБ6-37В 3.15А 600В, вставка плавкая (20-23г.)",99,1300 шт.,/product0/8282295160
293," ВПТ6-1 0.16А, Предохранитель",44,23480 шт.,/product0/8007166585
294," ВПТ6-14 0.16А, Предохранитель",44,833 шт.,/product0/8007168290
295," ВПТ6-18 0.5А, Предохранитель",44,83 шт.,/product0/8007165849
296," ВПТ6-34 1.25А, Предохранитель",44,125 шт.,/product0/8007164758
297," ВПТ6-36 2А, Предохранитель",44,8 шт.,/product0/8007161116
298," ПК45 0.15А, Предохранитель",56,1903 шт.,/product0/8007165046
299," ПК45 4А, Предохранитель",56,298 шт.,/product0/8007165051
300," Предохранители ""стеклянные цилиндрические"" в блистере (10 шт. 2-25А) AIRLINE AFU-T-06",84,600 шт.,/product0/8011454647
301," Предохранитель 10x38, ток 30 А, стекло",160,26 шт.,/product0/8010256183
302," Предохранитель 10x38, ток 40 А, стекло",160,14 шт.,/product0/8010256023
303," Предохранитель 10x38, ток 50 А, стекло",210,3 шт.,/product0/8010255888
304," Предохранитель 22,5x75, ток 16 А, стекло, номинальное напряжение 380 В, НПН2-60У3",630,1 шт.,/product0/8010256313
305," Предохранитель 22,5x75, ток 25 А, стекло, номинальное напряжение 380 В, НПН2-60У3",630,5 шт.,/product0/8010256162
306," Предохранитель 22,5x75, ток 40 А, стекло, номинальное напряжение 380 В, НПН2-60У3",630,7 шт.,/product0/8010256164
307," Предохранитель 22,5x75, ток 6,3 А, стекло, номинальное напряжение 380 В, НПН2-60У3",630,2 шт.,/product0/8010256163
308," Предохранитель 3,6x10, ток 0,20 А, стекло",40,101 шт.,/product0/8010256146
309," Предохранитель 3,6x10, ток 0,25 А, стекло",40,229 шт.,/product0/8010255537
310," Предохранитель 3,6x10, ток 0,5 А, стекло",40,30 шт.,/product0/8010256147
311," Предохранитель 3,6x10, ток 1,0 А, стекло",32,66 шт.,/product0/8010256148
312," Предохранитель 3,6x10, ток 1,0 А, стекло",32,23 шт.,/product0/8010256385
313," Предохранитель 3,6x10, ток 10,0 А, стекло",32,132 шт.,/product0/8010256151
314," Предохранитель 3,6x10, ток 15,0 А, стекло",32,44 шт.,/product0/8010256288
315," Предохранитель 3,6x10, ток 2,0 А, стекло",32,84 шт.,/product0/8010256128
316," Предохранитель 3,6x10, ток 4,0 А, стекло",32,133 шт.,/product0/8010256115
317," Предохранитель 3,6x10, ток 4,0 А, стекло",32,8 шт.,/product0/8010256184
318," Предохранитель 3,6x10, ток 5,0 А, стекло",32,18 шт.,/product0/8010256150
319," Предохранитель 3,6x10, ток 6,0 А, стекло",32,8 шт.,/product0/8010256285
320," Предохранитель 3,6x10, ток 8,0 А, стекло",32,52 шт.,/product0/8010256291
321," Предохранитель 4,6x16, ток 0,8 А, стекло, KF-0360A",32,104 шт.,/product0/8010255968
322," Предохранитель 4,6x16, ток 10 А, стекло, KF-0360A",32,20 шт.,/product0/8010255970
323," Предохранитель 4,6x16, ток 16 А, стекло, KF-0360A",32,311 шт.,/product0/8010256587
324," Предохранитель 4,6x16, ток 2,0 А, стекло, KF-0360A",32,241 шт.,/product0/8010255745
325," Предохранитель 4,6x16, ток 20 А, стекло, KF-0360A",32,216 шт.,/product0/8010255744
326," Предохранитель 4,6x16, ток 3,0 А, стекло, KF-0360A",32,38 шт.,/product0/8010256470
327," Предохранитель 4,6x16, ток 3,15 А, стекло, KF-0360A",32,671 шт.,/product0/8010255746
328," Предохранитель 4,6x16, ток 4,0 А, стекло, KF-0360A",32,113 шт.,/product0/8010255747
329," Предохранитель 4,6x16, ток 5,0 А, стекло, KF-0360A",32,66 шт.,/product0/8010256588
330," Предохранитель 4,6x16, ток 8,0 А, стекло, KF-0360A",32,138 шт.,/product0/8010255748
331," Предохранитель 5x20, ток 0,063 А, стекло, KF-0360B[ВПБ6]",32,270 шт.,/product0/8010256520
332," Предохранитель 5x20, ток 0,08 А, стекло, KF-0360B[ВПБ6]",32,125 шт.,/product0/8010255732
333," Предохранитель 5x20, ток 0,10 А, стекло",40,3 шт.,/product0/8010256141
334," Предохранитель 5x20, ток 0,10 А, стекло, KF-0360B[ВПБ6]",32,132 шт.,/product0/8010256026
335," Предохранитель 5x20, ток 0,16 А, стекло, KF-0360B[ВПБ6-1]",32,338 шт.,/product0/8010256527
336," Предохранитель 5x20, ток 0,16 А, стекло, ВПБ6-1",64,1 шт.,/product0/8010255863
337," Предохранитель 5x20, ток 0,16 А, стекло, ВПТ6-1",32,1232 шт.,/product0/8010256521
338," Предохранитель 5x20, ток 0,25 А, стекло, KF-0360B[ВПБ6-2]",32,42 шт.,/product0/8010256240
339," Предохранитель 5x20, ток 0,25 А, стекло, ВПТ6-2",32,4 шт.,/product0/8010256508
340," Предохранитель 5x20, ток 0,315 А, стекло, KF-0360B[ВПБ6-3]",32,83 шт.,/product0/8010255777
341," Предохранитель 5x20, ток 0,4 А, стекло, KF-0360B[ВПБ6]",32,369 шт.,/product0/8010256526
342," Предохранитель 5x20, ток 0,5А, стекло, KF-0360B",32,280 шт.,/product0/8010256660
343," Предохранитель 5x20, ток 0,5А, стекло, L",40,46 шт.,/product0/8010255840
344," Предохранитель 5x20, ток 0,63А, стекло, KF-0360B[ВПБ6-6]",32,202 шт.,/product0/8010255763
345," Предохранитель 5x20, ток 0,8А, стекло, KF-0360B[ВПБ6]",32,75 шт.,/product0/8010256331
346," Предохранитель 5x20, ток 1,0 А, стекло",40,82 шт.,/product0/8010255536
347," Предохранитель 5x20, ток 1,25 А, стекло, KF-0360B[ВПБ6-8]",32,112 шт.,/product0/8010964220
348," Предохранитель 5x20, ток 1,6 А, стекло, KF-0360B[ВПБ6-9]",32,446 шт.,/product0/8010256135
349," Предохранитель 5x20, ток 10 А, стекло, KF-0360B[ВПБ6-14]",32,2165 шт.,/product0/8010255584
350," Предохранитель 5x20, ток 10,0А, стекло, L",40,181 шт.,/product0/8010256195
351," Предохранитель 5x20, ток 12 А, стекло, KF-0360B[ВПБ6]",32,42 шт.,/product0/8010256538
352," Предохранитель 5x20, ток 12,0 А, стекло",40,77 шт.,/product0/8010256145
353," Предохранитель 5x20, ток 15 А, стекло, KF-0360B[ВПБ6]",40,30 шт.,/product0/8010255691
354," Предохранитель 5x20, ток 16 А, стекло, KF-0360B[ВПБ6]",40,298 шт.,/product0/8010256472
355," Предохранитель 5x20, ток 2,0 А, стекло",40,147 шт.,/product0/8010256142
356," Предохранитель 5x20, ток 2,0 А, стекло, KF-0360B[ВПБ6-10]",32,481 шт.,/product0/8010255834
357," Предохранитель 5x20, ток 2,0 А, стекло, ВПБ6-10",64,17 шт.,/product0/8010255861
358," Предохранитель 5x20, ток 20А, стекло, KF-0360B[ВПБ6]",40,57 шт.,/product0/8010255841
359," Предохранитель 5x20, ток 3,0 А, стекло",40,64 шт.,/product0/8010256143
360," Предохранитель 5x20, ток 3,0А, стекло, KF-0360B[ВПБ6]",32,32 шт.,/product0/8010256332
361," Предохранитель 5x20, ток 3,15 А, стекло, KF-0360B[ВПБ6-11]",32,330 шт.,/product0/8010255659
362," Предохранитель 5x20, ток 30 А, стекло, KF-0360B[ВПБ6]",48,78 шт.,/product0/8010255778
363," Предохранитель 5x20, ток 4,0 А, стекло",40,24 шт.,/product0/8010256577
364," Предохранитель 5x20, ток 4,0А, стекло, KF-0360B[ВПБ6-12]",32,208 шт.,/product0/8010255758
365," Предохранитель 5x20, ток 4,0А, стекло, ВПБ6-12, быстродействующий",64,40 шт.,/product0/8010255766
366," Предохранитель 5x20, ток 5,0 А, стекло",40,55 шт.,/product0/8010256029
367," Предохранитель 5x20, ток 5,0А, стекло, KF-0360B[ВПБ6-13]",32,38 шт.,/product0/8010256330
368," Предохранитель 5x20, ток 6,0 А, стекло",40,30 шт.,/product0/8010256507
369," Предохранитель 5x20, ток 6,3 А, стекло, KF-0360B[ВПБ6]",32,238 шт.,/product0/8010256514
370," Предохранитель 5x20, ток 8,0 А, стекло",40,66 шт.,/product0/8010256144
371," Предохранитель 5x20, ток 8,0 А, стекло, KF-0360B[ВПБ6]",32,332 шт.,/product0/8010255858
372," Предохранитель 6,0x30, ток 0,5 А, стекло, KF-0360D",32,36 шт.,/product0/8010256271
373," Предохранитель 6,0x30, ток 1,0 А, стекло, KF-0360D",32,88 шт.,/product0/8010256483
374," Предохранитель 6,0x30, ток 10 А, стекло, KF-0360D",40,103 шт.,/product0/8010567020
375," Предохранитель 6,0x30, ток 12 А, стекло, KF-0360D",48,61 шт.,/product0/8018897069
376," Предохранитель 6,0x30, ток 13 А, стекло, KF-0360D",48,92 шт.,/product0/8010255904
377," Предохранитель 6,0x30, ток 15 А, стекло, KF-0360D",48,295 шт.,/product0/8010567022
378," Предохранитель 6,0x30, ток 16 А, стекло, KF-0360D",48,172 шт.,/product0/8010256089
379," Предохранитель 6,0x30, ток 2,0 А, стекло, ПЦ-30",40,20 шт.,/product0/8010255890
380," Предохранитель 6,0x30, ток 2,0А, стекло, KF-0360D",32,46 шт.,/product0/8010255842
381," Предохранитель 6,0x30, ток 20 А, стекло, KF-0360D",48,95 шт.,/product0/8010256484
382," Предохранитель 6,0x30, ток 25 А, керамика, KF-0460D",110,106 шт.,/product0/8010256067
383," Предохранитель 6,0x30, ток 25 А, стекло, KF-0360D",48,101 шт.,/product0/8010256028
384," Предохранитель 6,0x30, ток 3,0 А, стекло, KF-0360D",32,4 шт.,/product0/8010567021
385," Предохранитель 6,0x30, ток 3,0 А, стекло, ПЦ-30",40,1 шт.,/product0/8010255889
386," Предохранитель 6,0x30, ток 4,0 А, стекло, KF-0360D",32,131 шт.,/product0/8010256395
387," Предохранитель 6,0x30, ток 6,0 А, стекло",40,15 шт.,/product0/8010255681
388," Предохранитель 6,3x32, ток 0,16А, стекло, ВПТ6-14",40,2 шт.,/product0/8010255893
389," Предохранитель 6,3x32, ток 0,25 А, стекло, ВПТ6-15",40,9 шт.,/product0/8010255864
390," Предохранитель 6,3x32, ток 0,5 А, стекло, ВПТ6-18",40,62 шт.,/product0/8010255879
391," Предохранитель 6,5x40, ток 0,6 А, стекло, [СВЧ печь]",160,34 шт.,/product0/8010256517
392," Предохранитель 6,5x40, ток 0,75 А, стекло, [СВЧ печь]",210,101 шт.,/product0/8010256540
393," Предохранитель 6,5x40, ток 0,7А, напряжение 5кВ, стекло, [СВЧ печь]",210,32 шт.,/product0/8010255849
394," Предохранитель 6,5x40, ток 0,8 А, стекло, [СВЧ печь]",160,55 шт.,/product0/8010256108
395," Предохранитель 6,5x40, ток 0,9 А, стекло, номинальное напряжение 5к В, [СВЧ печь]",160,54 шт.,/product0/8010255627
396," Предохранитель 7x30, ток 0,25 А, стекло, ПК-30",32,2 шт.,/product0/8010255882
397," Предохранитель 7x30, ток 0,5 А, стекло, ПК-30",32,4 шт.,/product0/8010255880
398," Предохранитель 7x30, ток 1,0 А, стекло, ПК-30",32,31 шт.,/product0/8010255805
399," Предохранитель 7x45, ток 0,25 А, стекло, ПК-45",32,2 шт.,/product0/8010256174
400," Предохранитель 7x45, ток 1,0 А, стекло, ПК-45",32,4 шт.,/product0/8010256176
401," Предохранитель 7x45, ток 2,0 А, стекло, ПК-45",40,1 шт.,/product0/8010256277
402," Предохранитель 7x45, ток 4,0 А, стекло, ПК-45",48,14 шт.,/product0/8010255586
403," Предохранитель 7x50, ток 0,5 А, контакты 2CL, стекло, ПН-50",64,42 шт.,/product0/8010256278
404," Предохранитель 7x50, ток 1,0 А, контакты 2CL, стекло, ПН-50",64,1 шт.,/product0/8010255935
405," Предохранитель 8x50, ток 1,0 А, стекло, номинальное напряжение 250 В, ВПТ6-33",32,18 шт.,/product0/8010256005
406," Предохранитель, размер 10x38, 100А, 2C[Au], стекло",200,33 шт.,/product0/8031325288
407," Предохранитель, размер 10x38, 20А, 2C[Au], стекло",160,22 шт.,/product0/8031325286
408," Предохранитель, размер 10x38, 80А, 2C[Au], стекло",160,20 шт.,/product0/8031325287
409," Предохранитель, размер 3.6x10, 0.10А, стекло",40,132 шт.,/product0/8031325119
410," Предохранитель, размер 5x20, 0.05А, стекло KF-0360B[ВПБ6]",32,72 шт.,/product0/8031324933
411," Предохранитель, размер 5x20, 1.6А, стекло KF-0360B",32,34 шт.,/product0/8031326302
412," Предохранитель, размер 5x20, 15.0А, стекло",40,98 шт.,/product0/8031325126
413," Предохранитель, размер 5x20, 25А, стекло KF-0360B[ВПБ6]",40,116 шт.,/product0/8031324935
414," Предохранитель, размер 5x20, 7.0А, стекло KF-0360B[ВПБ6]",32,115 шт.,/product0/8031324934
415," Предохранитель, размер 6.0x30, 1.0А, AXI, стекло",40,66 шт.,/product0/8031325132
416," Предохранитель, размер 6.0x30, 10.0А, AXI, стекло",48,51 шт.,/product0/8031325140
417," Предохранитель, размер 6.0x30, 12.0А, AXI, стекло",48,63 шт.,/product0/8031325141
418," Предохранитель, размер 6.0x30, 15.0А, AXI, стекло",48,61 шт.,/product0/8031325142
419," Предохранитель, размер 6.0x30, 2.0А, AXI, стекло",40,66 шт.,/product0/8031325133
