<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEXOG,D,200512,000000,6731.42,6784.16,6692.92,6756.21,25772891138
MOEXOG,D,200513,000000,6699.17,6712.28,6617.68,6617.68,22653007608
MOEXOG,D,200514,000000,6580.26,6704.27,6549.78,6696.67,30047668415
MOEXOG,D,200515,000000,6791.11,6816.72,6710.66,6710.66,32682215042
MOEXOG,D,200518,000000,6781.95,7018.84,6781.95,7003.54,44730413587
MOEXOG,D,200519,000000,7040.29,7088.21,6976.28,7050.83,38233026484
MOEXOG,D,200520,000000,7017.55,7251.61,7004.84,7236.56,46872668657
MOEXOG,D,200521,000000,7233.28,7297.05,6969.1,7014.45,52303616308
MOEXOG,D,200522,000000,6942.45,7027.81,6917.31,7007.71,28965568823
MOEXOG,D,200525,000000,7081.8,7158.58,7057.23,7158.58,14888372697
MOEXOG,D,200526,000000,7230.26,7285.73,7152.14,7163.82,34970302322
MOEXOG,D,200527,000000,7123.87,7225.56,6993.08,7086.1,35852413010
MOEXOG,D,200528,000000,7094.22,7167.66,7059.74,7142.48,26012094432
MOEXOG,D,200529,000000,7086.1,7099.75,6941.39,6970.96,78686891407
MOEXOG,D,200601,000000,7078.37,7103.38,6998.3,7037.88,32073437026
MOEXOG,D,200602,000000,7096.75,7176.28,7064.48,7176.28,32922151862
MOEXOG,D,200603,000000,7237.63,7287.26,7161.56,7276.14,45578782042
MOEXOG,D,200604,000000,7268.22,7270.45,7160.5,7175.43,36541143580
MOEXOG,D,200605,000000,7219.4,7291.68,7202.2,7272.01,28571075659
MOEXOG,D,200608,000000,7311.46,7373.72,7232.93,7257.36,33584553406
MOEXOG,D,200609,000000,7307.13,7311.25,7187.97,7295.94,27754035739
MOEXOG,D,200610,000000,7295.07,7320.62,7217.48,7304.05,30777534718
MOEXOG,D,200611,000000,7165.16,7200.37,7087.02,7125.24,31366758266
MOEXOG,D,200615,000000,6923.02,7068.09,6912.63,7039.53,32831389878
MOEXOG,D,200616,000000,7118.31,7212.55,7101.51,7127.88,29679169670
MOEXOG,D,200617,000000,7157.5,7205.3,7065.06,7071.29,24982336849
MOEXOG,D,200618,000000,7047.04,7085.29,6982.01,7063.83,25913264572
MOEXOG,D,200619,000000,7106.4,7176.64,7095.37,7145.72,22448844202
MOEXOG,D,200622,000000,7076.72,7162.4,7045.77,7162.4,20672298861
MOEXOG,D,200623,000000,7182.29,7212.19,7163.07,7200.35,17771256704
MOEXOG,D,200625,000000,7030.48,7081.24,7012.86,7054.16,27172600944
MOEXOG,D,200626,000000,7102.96,7104.57,6986.41,7028.75,21427752077
MOEXOG,D,200629,000000,6996.72,7024.4,6952.15,7017.11,19723402918
MOEXOG,D,200630,000000,7038.69,7042.12,6922.95,6922.95,19359189819
MOEXOG,D,200702,000000,6993.25,7060.78,6990.53,7051.2,19051424962
MOEXOG,D,200703,000000,7048.53,7062.63,7006.25,7052.39,11767149733
MOEXOG,D,200706,000000,7114.92,7173.39,7085.99,7113.92,23387379941
MOEXOG,D,200707,000000,7061.84,7120.34,7051.99,7103.43,19019047756
MOEXOG,D,200708,000000,7076.25,7107.75,7047.29,7070.71,18710561241
MOEXOG,D,200709,000000,7035.31,7045.38,6922.72,6946.06,22932790913
MOEXOG,D,200710,000000,6924.29,6999.74,6892.48,6999.74,16716004782
MOEXOG,D,200713,000000,7018.91,7037.94,6893.27,6896.94,22728086740
MOEXOG,D,200714,000000,6832.67,6849.47,6737.49,6842.78,34127119788
MOEXOG,D,200715,000000,6798.43,6886.31,6777.55,6801.77,30385037011
MOEXOG,D,200716,000000,6819.02,6845.7,6781.71,6836.99,13710767189
MOEXOG,D,200717,000000,6819.12,6857.16,6800.14,6857.16,11575371249
MOEXOG,D,200720,000000,6825.29,6892.94,6801.35,6892.94,14506644632
MOEXOG,D,200721,000000,6916.28,6969.41,6909.38,6933.4,22851497785
MOEXOG,D,200722,000000,6914.54,6960.05,6897.78,6918.94,15610127014
MOEXOG,D,200723,000000,6966.04,6978.74,6902.73,6909.47,14574874171
MOEXOG,D,200724,000000,6849.42,6920.22,6846.01,6915.09,16177706706
MOEXOG,D,200727,000000,6922.5,6926.78,6865.81,6877.26,15577034190
MOEXOG,D,200728,000000,6911.76,6911.76,6854.12,6888.83,15411736808
MOEXOG,D,200729,000000,6868.99,6947.36,6863.79,6946.12,20388801114
MOEXOG,D,200730,000000,6940.87,6947.38,6840.81,6858.7,18070885687
MOEXOG,D,200731,000000,6892.77,6902.68,6861.54,6877.75,17269048594
MOEXOG,D,200803,000000,6880.58,6885.26,6810.95,6810.95,15954580137
MOEXOG,D,200804,000000,6828.93,6842.21,6785.21,6814.6,15307010580
MOEXOG,D,200805,000000,6834.09,6978.95,6828.63,6978.95,30722672533
MOEXOG,D,200806,000000,6987.13,7000.36,6943.05,6983.79,19409514310
MOEXOG,D,200807,000000,6973.78,6987.4,6928.95,6951.14,13340523601
MOEXOG,D,200810,000000,6984.65,7021.85,6964.88,6964.88,12513006082
MOEXOG,D,200811,000000,7001.02,7144.95,7001.02,7125.34,25826395938
MOEXOG,D,200812,000000,7102.23,7241.43,7086.45,7241.43,22322593461
MOEXOG,D,200813,000000,7245.45,7353.85,7210.91,7335.83,23444988024
MOEXOG,D,200814,000000,7351.76,7351.76,7261.48,7325.2,17933438023
MOEXOG,D,200817,000000,7351.6,7377.29,7249.7,7261.68,22891018274
MOEXOG,D,200818,000000,7269.78,7325.81,7235.39,7269.57,15935114747
MOEXOG,D,200819,000000,7273.25,7285.68,7235.29,7245.45,13650989732
MOEXOG,D,200820,000000,7188.94,7200.55,7042.29,7042.29,21524943066
MOEXOG,D,200821,000000,7108.94,7123.98,6994.72,7033.97,17059700053
MOEXOG,D,200824,000000,7066.8,7136.93,7064.96,7129.86,14307502666
MOEXOG,D,200825,000000,7165.23,7171.84,7086.76,7139.37,14553426699
MOEXOG,D,200826,000000,7144.24,7207.4,7120.02,7207.4,16274452367
MOEXOG,D,200827,000000,7216.7,7216.7,7061.42,7088.82,18914346946
MOEXOG,D,200828,000000,7075.09,7079.35,6955.54,6957.88,16245715569
MOEXOG,D,200831,000000,6983.41,7020.33,6882.25,6882.25,23643312141
MOEXOG,D,200901,000000,6910.41,6926.76,6870.41,6889.34,21316262408
MOEXOG,D,200902,000000,6938.36,6960.63,6822.79,6849.92,25419098264
MOEXOG,D,200903,000000,6833.82,6855.75,6748.15,6784.78,26277363955
MOEXOG,D,200904,000000,6758.61,6830.61,6752.48,6796.05,18918066191
MOEXOG,D,200907,000000,6814.35,6818.59,6760.74,6766.57,13883836013
MOEXOG,D,200908,000000,6781.45,6791.64,6643.77,6684.37,24444313145
MOEXOG,D,200909,000000,6667.48,6749.02,6667.48,6690.49,18090534544
MOEXOG,D,200910,000000,6707.97,6729.63,6626.9,6678.04,16734620097
MOEXOG,D,200911,000000,6669.82,6745.7,6650.72,6739.83,14763899160
MOEXOG,D,200914,000000,6760.75,6824.27,6759.77,6771.4,16628821789
MOEXOG,D,200915,000000,6787.4,6938.24,6783.57,6935.99,22739758299
MOEXOG,D,200916,000000,6961.65,6989.66,6840.56,6869.16,24951849376
MOEXOG,D,200917,000000,6833.61,6863.49,6799.36,6852.42,28319475462
MOEXOG,D,200918,000000,6884.13,6884.29,6777.56,6806.81,32054632017
MOEXOG,D,200921,000000,6762.71,6763.78,6551.42,6563.12,29045258684
MOEXOG,D,200922,000000,6587.01,6649.69,6565.52,6588.67,20496345061
MOEXOG,D,200923,000000,6627.13,6636.16,6523.19,6530.41,21021805485
MOEXOG,D,200924,000000,6494.72,6591.29,6457.2,6573.87,22063235587
MOEXOG,D,200925,000000,6580.8,6584.63,6495.8,6539.36,27130355874
MOEXOG,D,200928,000000,6590.17,6639.5,6566.3,6614.88,22373296633
MOEXOG,D,200929,000000,6650.97,6682.37,6534.27,6578.11,25537535662
MOEXOG,D,200930,000000,6574.86,6610.34,6537.73,6548.26,19602286926
MOEXOG,D,201001,000000,6565.52,6579.28,6493.67,6519.69,27688543787
MOEXOG,D,201002,000000,6478.63,6513.31,6443.05,6490.97,17989138386
MOEXOG,D,201005,000000,6529.59,6615.28,6495.48,6608.48,18720952922
MOEXOG,D,201006,000000,6627.77,6721.54,6622.8,6701.13,23950661903
MOEXOG,D,201007,000000,6668.11,6691.76,6554.11,6568.32,23813158652
MOEXOG,D,201008,000000,6606.74,6624.01,6549.93,6587.24,15396570631
MOEXOG,D,201009,000000,6561.26,6565.06,6485.23,6522.32,16895711644
MOEXOG,D,201012,000000,6524.32,6557.15,6510.23,6532.4,14180195494
MOEXOG,D,201013,000000,6530.3,6542.47,6430.54,6438.26,14198152125
MOEXOG,D,201014,000000,6435.99,6474.55,6422.32,6470.92,13185154111
MOEXOG,D,201015,000000,6469.89,6473.84,6359.25,6379.46,19347501074
MOEXOG,D,201016,000000,6378.52,6383.37,6313.58,6361.08,20266957309
MOEXOG,D,201019,000000,6347.06,6356.03,6278.4,6284.09,14244182561
MOEXOG,D,201020,000000,6278.36,6339.74,6248.3,6307.2,18997181199
MOEXOG,D,201021,000000,6336.57,6340.25,6256.02,6258.64,15742418690
MOEXOG,D,201022,000000,6242.93,6307.04,6242.93,6291.58,16168295099
MOEXOG,D,201023,000000,6287.49,6361.73,6287.49,6337.08,14994444865
MOEXOG,D,201026,000000,6308.16,6317.92,6256.03,6256.03,15318493412
MOEXOG,D,201027,000000,6259.25,6267.12,6171.06,6179.1,18546495343
MOEXOG,D,201028,000000,6157.69,6157.69,5940.26,5958.05,33547536728
MOEXOG,D,201029,000000,5985.73,6031.9,5914.1,5994.56,23219514276
MOEXOG,D,201030,000000,5947.89,6004.51,5889.05,5946.19,21577495970
MOEXOG,D,201102,000000,5896.43,6091.83,5873.19,6072.11,26447923228
MOEXOG,D,201103,000000,6151.58,6252.93,6124.44,6230.2,25246346038
MOEXOG,D,201105,000000,6325.21,6438.71,6268.9,6413.72,28868931944
MOEXOG,D,201106,000000,6363.98,6465.45,6337.6,6458.09,21409580853
MOEXOG,D,201109,000000,6520.62,6827.91,6462.59,6827.15,59487297898
MOEXOG,D,201110,000000,6728.19,6953.2,6678.95,6916.24,46078984354
MOEXOG,D,201111,000000,6959.94,7039.9,6957.11,7004.93,43440480196
MOEXOG,D,201112,000000,6894.3,6968.39,6871.66,6967.13,33665741826
MOEXOG,D,201113,000000,6872.61,6969.52,6849.19,6962.91,30211796751
MOEXOG,D,201116,000000,7068.98,7158.15,6993.79,7144.87,37507491505
MOEXOG,D,201117,000000,7158.57,7158.57,6992.57,7113.35,37313354984
MOEXOG,D,201118,000000,7085.23,7254.94,7070.88,7236.22,33797223839
MOEXOG,D,201119,000000,7181.03,7201.03,7121.83,7147.21,24368922908
MOEXOG,D,201120,000000,7151.23,7215.04,7119.92,7186.7,18970619037
MOEXOG,D,201123,000000,7248.71,7313.44,7213.69,7234.72,27229364011
MOEXOG,D,201124,000000,7331.65,7338.51,7242.22,7315.21,28434949324
MOEXOG,D,201125,000000,7366.33,7429.98,7308.9,7429.98,38457325245
MOEXOG,D,201126,000000,7442.24,7445.13,7330.23,7347.03,25832351401
MOEXOG,D,201127,000000,7329.79,7344.81,7235.25,7295.34,32203341881
MOEXOG,D,201130,000000,7231.63,7237.96,7071.13,7078.96,47460101102
MOEXOG,D,201201,000000,7119.32,7165.32,7068.47,7102.15,29507333256
MOEXOG,D,201202,000000,7123.7,7207.62,7079.4,7207.62,23465303169
MOEXOG,D,201203,000000,7221.48,7229.4,7028.23,7088.73,28435485137
MOEXOG,D,201204,000000,7140.09,7222.9,7125.12,7182.45,29025748277
MOEXOG,D,201207,000000,7178.42,7224.16,7112.3,7141.46,22707350923
MOEXOG,D,201208,000000,7103.59,7138.27,7003.28,7043.88,24896143444
MOEXOG,D,201209,000000,7058.87,7146.47,7023.95,7070.08,25326225245
MOEXOG,D,201210,000000,7033.48,7268.59,7030.68,7268.59,32913941277
MOEXOG,D,201211,000000,7269.63,7328.28,7239.74,7311.98,41184312017
MOEXOG,D,201214,000000,7349.86,7453.18,7256.02,7267.09,48977054445
MOEXOG,D,201215,000000,7244.27,7318.53,7211.92,7243.97,29450299215
MOEXOG,D,201216,000000,7302.7,7313.01,7172.59,7244.08,35628209189
MOEXOG,D,201217,000000,7282.41,7334.86,7222.79,7277.85,54920214629
MOEXOG,D,201218,000000,7280.14,7311.01,7209.15,7311.01,53156974295
MOEXOG,D,201221,000000,7192.42,7214.47,7052.11,7097.14,51102274408
MOEXOG,D,201222,000000,7079.2,7247.78,7074.9,7238.72,35716724188
MOEXOG,D,201223,000000,7192.67,7256.87,7192.67,7239.8,22446528311
MOEXOG,D,201224,000000,7243.8,7257.35,7182.15,7204.68,18107092517
MOEXOG,D,201225,000000,7208.56,7229.23,7186.81,7223.86,5856693207
MOEXOG,D,201228,000000,7243.92,7283.66,7227.85,7240.19,13941844543
MOEXOG,D,201229,000000,7267.44,7312,7241.99,7302.62,17676781319
MOEXOG,D,201230,000000,7292.4,7366,7288.72,7344.76,29783963501
MOEXOG,D,210104,000000,7376.81,7438.75,7353.49,7429.09,21117677931
MOEXOG,D,210105,000000,7362.72,7474.44,7318.68,7459.51,22184742981
MOEXOG,D,210106,000000,7541.02,7559.68,7450.27,7559.68,26700869859
MOEXOG,D,210108,000000,7652.99,7851.29,7652.99,7808.88,49919215290
MOEXOG,D,210111,000000,7776.07,7946.77,7721.98,7863.43,50025322574
MOEXOG,D,210112,000000,7897.76,7959.13,7841.84,7906.77,34386284138
MOEXOG,D,210113,000000,7959.01,8002.26,7905.75,7974.2,40826714750
MOEXOG,D,210114,000000,7954.15,8097.99,7908.17,8069.74,39629342473
MOEXOG,D,210115,000000,8048.26,8099.56,7960.19,7979.52,39845245103
MOEXOG,D,210118,000000,7914.24,8014.73,7861.56,7998.9,35717834773
MOEXOG,D,210119,000000,8035.15,8052.62,7894.47,7916.5,31677179756
MOEXOG,D,210120,000000,7945.96,7986.45,7918.84,7924.37,23275194610
MOEXOG,D,210121,000000,7940.44,7949.45,7720.65,7740.07,40293898612
MOEXOG,D,210122,000000,7665.61,7708.71,7584.07,7668.89,39205728661
MOEXOG,D,210125,000000,7730.57,7785.02,7686.31,7727.77,31612096034
MOEXOG,D,210126,000000,7683.98,7751.7,7661.65,7699.77,25382650977
MOEXOG,D,210127,000000,7734.93,7752.47,7589.6,7589.6,32746761138
MOEXOG,D,210128,000000,7539.28,7639.83,7515.64,7575.01,28555813246
MOEXOG,D,210129,000000,7550.9,7563.84,7408.73,7414.28,35769255244
MOEXOG,D,210201,000000,7421.21,7439.49,7362.04,7399.63,28022936384
MOEXOG,D,210202,000000,7514.34,7630.76,7492.47,7604.3,40693672480
MOEXOG,D,210203,000000,7581.5,7644.37,7525.48,7577.98,26855243672
MOEXOG,D,210204,000000,7625.91,7678.49,7587.52,7607.41,31378151910
MOEXOG,D,210205,000000,7679.54,7721.98,7653.46,7699.63,26064901216
MOEXOG,D,210208,000000,7763.95,7838.76,7763.95,7832.75,30569356952
MOEXOG,D,210209,000000,7890.19,7901.09,7759.22,7767.62,31260994108
MOEXOG,D,210210,000000,7800.39,7807.74,7657.16,7666.84,24716304401
MOEXOG,D,210211,000000,7669.43,7715,7637.42,7709.27,18136072608
MOEXOG,D,210212,000000,7656.9,7781.37,7545.42,7781.37,30160810610
MOEXOG,D,210215,000000,7903.58,7926,7838.23,7916.98,30474780845
MOEXOG,D,210216,000000,7979.46,7995.46,7907.92,7956.83,34044629945
MOEXOG,D,210217,000000,7940.02,7983.72,7766.24,7768.42,35399856969
MOEXOG,D,210218,000000,7854.33,7858.73,7683.85,7697.5,27675559716
MOEXOG,D,210219,000000,7663.8,7798.49,7637.49,7786.32,26208306556
MOEXOG,D,210220,000000,7780.67,7789.2,7731.78,7779.11,3258196969
MOEXOG,D,210222,000000,7812.35,7814.73,7703.16,7768.25,16847029704
MOEXOG,D,210224,000000,7760.62,7789.62,7688.98,7751.39,26414917477
MOEXOG,D,210225,000000,7815.87,7861.71,7778.2,7837.94,30754535832
MOEXOG,D,210226,000000,7711.63,7757.67,7602.38,7642.66,31659944190
MOEXOG,D,210301,000000,7670.6,7706.64,7652.77,7697.7,17286042508
MOEXOG,D,210302,000000,7652.72,7785.01,7651.16,7772.7,18735489043
MOEXOG,D,210303,000000,7809.93,7865.25,7750.68,7815.32,20225065908
MOEXOG,D,210304,000000,7803.86,7864.56,7773.65,7860.58,25892860879
MOEXOG,D,210305,000000,7851,8154.22,7832.98,8125.39,56586757950
MOEXOG,D,210309,000000,8175.4,8429.38,8136.89,8419.93,54016763261
MOEXOG,D,210310,000000,8330,8460.3,8300.99,8318.76,36699539026
MOEXOG,D,210311,000000,8368.28,8424.82,8324.48,8415.22,28717961065
MOEXOG,D,210312,000000,8443.69,8523.11,8393.74,8504.52,22297765780
MOEXOG,D,210315,000000,8568.57,8630.79,8540.11,8588.97,33690931188
MOEXOG,D,210316,000000,8606.42,8611.58,8461.52,8549.4,36261464031
MOEXOG,D,210317,000000,8539.69,8567.07,8312.72,8337.58,41332307441
MOEXOG,D,210318,000000,8410.2,8425.25,8251.29,8281.18,39776966235
MOEXOG,D,210319,000000,8116.85,8233.86,8093.42,8168.68,33602174014
MOEXOG,D,210322,000000,8198.78,8262.86,8148.36,8230.77,28781863786
MOEXOG,D,210323,000000,8188.47,8297.26,8144.2,8266.02,30886803807
MOEXOG,D,210324,000000,8239.25,8391.26,8204.33,8385.36,24972483546
MOEXOG,D,210325,000000,8339.5,8367.65,8244.22,8273.36,21194374889
MOEXOG,D,210326,000000,8372.4,8428.95,8365.23,8405.75,23454565045
MOEXOG,D,210329,000000,8426.77,8468.73,8365.01,8409.23,18513958629
MOEXOG,D,210330,000000,8433.71,8474.98,8315.09,8348.47,19534847262
MOEXOG,D,210331,000000,8357.45,8380.32,8314.15,8338.46,21686357302
MOEXOG,D,210401,000000,8398.63,8454.88,8316.09,8334.78,32165656536
MOEXOG,D,210402,000000,8401.34,8426.82,8375.35,8411.52,11010167874
MOEXOG,D,210405,000000,8393.42,8402.92,8256.81,8278.62,16678255664
MOEXOG,D,210406,000000,8329.37,8329.37,8146.5,8177.99,25999778100
MOEXOG,D,210407,000000,8142.57,8257.11,8089.65,8210.68,23753697595
MOEXOG,D,210408,000000,8279.02,8283.02,8141.44,8167.08,16036995934
MOEXOG,D,210409,000000,8178.37,8179.58,8035,8057.03,20642727239
MOEXOG,D,210412,000000,8039.92,8156.91,8001.08,8096.53,22856041287
MOEXOG,D,210413,000000,8137,8177.29,8059.65,8131.38,16801208583
MOEXOG,D,210414,000000,8255.77,8317.73,8194.16,8306.25,38082248446
MOEXOG,D,210415,000000,8211.04,8343.17,8207.54,8277.2,28984775575
MOEXOG,D,210416,000000,8318.38,8328.25,8235.04,8268.72,21234165022
MOEXOG,D,210419,000000,8290.05,8290.05,8169.09,8178.66,16700427878
MOEXOG,D,210420,000000,8210.23,8254.25,8077.56,8115.52,25924336873
MOEXOG,D,210421,000000,8123.25,8185.53,8104.38,8144.29,19468185556
MOEXOG,D,210422,000000,8162.13,8203.57,8065.38,8196.11,30499141320
MOEXOG,D,210423,000000,8198.22,8200.9,8121.87,8150.55,19335824033
MOEXOG,D,210426,000000,8162.41,8166.73,8089.04,8098.59,18025615865
MOEXOG,D,210427,000000,8127.15,8152.12,8061.95,8070.01,17085588137
MOEXOG,D,210428,000000,8077.55,8089.16,7935.53,7967.71,30255498642
MOEXOG,D,210429,000000,8029.88,8045.92,7886.59,7892.8,41162861708
MOEXOG,D,210430,000000,7899.7,7933.82,7811.42,7823.03,23288817533
MOEXOG,D,210504,000000,7870.3,7977.68,7870.3,7968.51,26014986510
MOEXOG,D,210505,000000,8017.78,8104.46,8008.82,8090.66,27040043052
MOEXOG,D,210506,000000,8069.61,8117.73,8048.92,8070.38,24359262520
MOEXOG,D,210507,000000,8111.53,8117.78,8054.07,8086.58,18751508609
MOEXOG,D,210510,000000,8106.75,8174.39,8065.13,8127.56,20816481005
MOEXOG,D,210511,000000,8070.99,8096.92,8030.45,8076.53,22782234572
MOEXOG,D,210512,000000,8075.71,8162.29,8055.5,8146.68,24058557422
MOEXOG,D,210513,000000,8073.18,8136.87,8052.97,8107.37,29585677581
MOEXOG,D,210514,000000,8138.86,8141.39,8051.91,8076.53,22467647795
MOEXOG,D,210517,000000,8079.54,8116.04,8041.34,8108.47,26953320824
MOEXOG,D,210518,000000,8187.57,8251.66,8156.04,8173.26,35562118806
MOEXOG,D,210519,000000,8173.09,8191.61,8056.38,8082.99,48236526419
MOEXOG,D,210520,000000,8125.92,8134.06,7959.29,8000.36,30249170890
MOEXOG,D,210521,000000,8003.76,8082.16,7971.95,8071.66,20828284266
MOEXOG,D,210524,000000,8072,8113.95,8036.78,8067.13,13743561699
MOEXOG,D,210525,000000,8109.43,8140.94,8072.01,8095.14,21042632370
MOEXOG,D,210526,000000,8120.65,8170.45,8091.52,8131.17,23253540038
MOEXOG,D,210527,000000,8127.6,8174.04,8087.31,8166.03,20439284544
MOEXOG,D,210528,000000,8197.07,8209.22,8155.37,8182.29,19129931703
MOEXOG,D,210531,000000,8187.18,8234.55,8180.48,8207.02,14248257492
MOEXOG,D,210601,000000,8255.96,8395.79,8255.96,8363.96,35244155136
MOEXOG,D,210602,000000,8381.97,8538.23,8379.75,8535.33,40232561787
MOEXOG,D,210603,000000,8609.78,8623.71,8462.23,8569.26,42457929419
MOEXOG,D,210604,000000,8596.47,8664.15,8548.57,8626.87,36282253033
MOEXOG,D,210607,000000,8627.16,8655.51,8586.79,8636.6,23289383314
MOEXOG,D,210608,000000,8626,8645.2,8578.88,8615.88,31936027361
MOEXOG,D,210609,000000,8660.61,8711.5,8639.8,8705.39,24106040507
MOEXOG,D,210610,000000,8694.32,8731.66,8656.65,8677.82,32233383321
MOEXOG,D,210611,000000,8684.27,8722.36,8608.08,8626.36,23075824344
MOEXOG,D,210614,000000,8648.64,8757.99,8637.34,8737.83,19411566081
MOEXOG,D,210615,000000,8759.47,8759.47,8681.43,8712.27,29966759897
MOEXOG,D,210616,000000,8736.01,8828.76,8714.17,8828.76,34827950477
MOEXOG,D,210617,000000,8749.36,8859.64,8747.11,8787.42,37792435142
MOEXOG,D,210618,000000,8751.21,8763.1,8640.11,8717.95,30916264969
MOEXOG,D,210621,000000,8725.03,8756.8,8651.92,8725.53,19103048843
MOEXOG,D,210622,000000,8807.58,8827.97,8766.06,8795.75,23861721506
MOEXOG,D,210623,000000,8862.25,8887.93,8817.82,8836.04,31364207338
MOEXOG,D,210624,000000,8836.42,8854.58,8786.64,8828.28,34563874778
MOEXOG,D,210625,000000,8827.94,8858.06,8794.32,8853.54,22266125948
MOEXOG,D,210628,000000,8867.18,8899.24,8787.68,8798.17,21135623150
MOEXOG,D,210629,000000,8755.05,8780.89,8653.94,8714.98,28954082816
MOEXOG,D,210630,000000,8730.49,8911.58,8681.11,8887.54,41966572041
MOEXOG,D,210701,000000,8898.69,9084.38,8898.69,9004.46,53822266018
MOEXOG,D,210702,000000,8996.06,9055.42,8962.01,8976.45,27979820602
MOEXOG,D,210705,000000,9002.52,9046.38,8970.74,9046.38,18637070864
MOEXOG,D,210706,000000,9086.5,9199.33,9076.98,9102.95,56555891355
MOEXOG,D,210707,000000,9087.12,9160.43,9032.97,9048.71,43464931936
MOEXOG,D,210708,000000,9002.09,9006.62,8868.1,8927.18,38270068127
MOEXOG,D,210709,000000,8949.44,8970.18,8897.08,8903.95,33123151035
MOEXOG,D,210712,000000,8920.8,8928.96,8870.98,8911.17,23546399920
MOEXOG,D,210713,000000,8945.03,8950.36,8870.8,8913.37,27174476752
MOEXOG,D,210714,000000,8859.9,8904.42,8801.85,8810.43,37457587758
MOEXOG,D,210715,000000,8781.85,8781.85,8610.41,8649.42,30259446396
MOEXOG,D,210716,000000,8573.71,8654.31,8516.3,8547.81,27257571296
MOEXOG,D,210719,000000,8420.26,8420.26,8228.2,8247.87,35665046817
MOEXOG,D,210720,000000,8296.99,8308.5,8167.31,8229.67,27323956001
MOEXOG,D,210721,000000,8274.52,8335.38,8224.5,8331.5,23141064114
MOEXOG,D,210722,000000,8397.54,8442,8328.87,8409.19,24763065412
MOEXOG,D,210723,000000,8425.19,8450.29,8305.44,8339.64,20993291692
MOEXOG,D,210726,000000,8295,8351.91,8237.75,8336.79,17613327156
MOEXOG,D,210727,000000,8370.99,8392.33,8317.18,8340.88,17977219763
MOEXOG,D,210728,000000,8367.72,8455.21,8357.89,8455.21,20063494278
MOEXOG,D,210729,000000,8490.48,8548.95,8486.88,8539.97,23645704754
MOEXOG,D,210730,000000,8498.27,8514.92,8396.33,8420.38,29950315483
MOEXOG,D,210802,000000,8472.27,8515.05,8450.59,8482.33,26181885872
MOEXOG,D,210803,000000,8462.27,8494.12,8396.06,8450.87,21088406683
MOEXOG,D,210804,000000,8497.56,8500.83,8433.82,8469.93,20801853974
MOEXOG,D,210805,000000,8437.96,8514.41,8429.84,8511.48,26370901938
MOEXOG,D,210806,000000,8528.1,8528.1,8425.52,8437.42,38896905779
MOEXOG,D,210809,000000,8405.56,8498.32,8390.94,8486.61,34999805320
MOEXOG,D,210810,000000,8524.27,8594.18,8495.67,8592.36,24782316461
MOEXOG,D,210811,000000,8620.32,8662.28,8565.94,8619.21,23697528658
MOEXOG,D,210812,000000,8617.69,8686.38,8617.69,8686.38,22518888433
MOEXOG,D,210813,000000,8667.97,8701.09,8621.09,8642.63,16511087880
MOEXOG,D,210816,000000,8608.12,8726.14,8598.92,8719.79,27289122327
MOEXOG,D,210817,000000,8718.28,8801.36,8702.93,8794.65,31220485305
MOEXOG,D,210818,000000,8809.44,8810.63,8725.37,8751.61,24275460963
MOEXOG,D,210819,000000,8634.05,8634.05,8528.94,8567.8,37532550013
MOEXOG,D,210820,000000,8594.78,8595.61,8502.73,8534.3,22496336372
MOEXOG,D,210823,000000,8601.48,8686.22,8593.12,8685.54,23655833280
MOEXOG,D,210824,000000,8715.47,8730.64,8649.09,8705.22,28092852455
MOEXOG,D,210825,000000,8713.53,8723.17,8626.84,8666.75,18954141481
MOEXOG,D,210826,000000,8598.73,8611.41,8497.76,8525.89,20334337332
MOEXOG,D,210827,000000,8549.73,8584.27,8499.76,8584.27,22049696385
MOEXOG,D,210830,000000,8623.23,8675.63,8621.14,8675.63,28280803773
MOEXOG,D,210831,000000,8665.72,8669.27,8577.9,8603.7,41907308240
MOEXOG,D,210901,000000,8625.83,8733.27,8622,8727.24,40609625889
MOEXOG,D,210902,000000,8765.07,8845.02,8713.6,8839.02,36728674727
MOEXOG,D,210903,000000,8809.79,8855.27,8786.47,8853.8,30885820130
MOEXOG,D,210906,000000,8848.89,8904.05,8835.6,8900.05,31532812227
MOEXOG,D,210907,000000,8928.29,8965.6,8883.08,8936.86,37719686358
MOEXOG,D,210908,000000,8966.18,8976.11,8883.52,8961.95,37068083265
MOEXOG,D,210909,000000,8932.48,8974.02,8882.51,8903.15,26548814471
MOEXOG,D,210910,000000,8895.09,8948.45,8858.42,8881.37,22651556543
MOEXOG,D,210913,000000,8923.68,9065.48,8912.53,9065.48,31669417931
MOEXOG,D,210914,000000,9105.34,9176.32,9103.66,9141.5,58993891024
MOEXOG,D,210915,000000,9148.59,9287.94,9135.97,9178.49,70723008699
MOEXOG,D,210916,000000,9187.59,9238.63,9138.7,9183.22,60919925371
MOEXOG,D,210917,000000,9177.99,9182.4,9023.44,9066.08,45141405934
MOEXOG,D,210920,000000,8955.69,8972.4,8869.19,8896.07,35446361064
MOEXOG,D,210921,000000,8966.67,9027.12,8924.49,8951.22,39562922639
MOEXOG,D,210922,000000,9039.84,9168.94,9034.97,9164.51,35832570863
MOEXOG,D,210923,000000,9241.93,9254.87,9139.83,9226.84,41477410678
