<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USD000000TOD,D,201008,000000,77.8025,78.1,77.31,77.565,864083000
USD000000TOD,D,201009,000000,77.1,77.3275,76.6825,76.7075,825046000
USD000000TOD,D,201013,000000,77.205,77.425,76.855,77.1975,674761000
USD000000TOD,D,201014,000000,77.15,77.62,77.0875,77.3975,573964000
USD000000TOD,D,201015,000000,77.85,78.2925,77.6525,78.275,829640000
USD000000TOD,D,201016,000000,78.1475,78.3425,77.835,77.94,616779000
USD000000TOD,D,201019,000000,78.005,78.0675,77.5,77.525,674089000
USD000000TOD,D,201020,000000,77.705,78.065,77.4825,77.4925,629334000
USD000000TOD,D,201021,000000,77.2575,77.305,76.58,76.585,908169000
USD000000TOD,D,201022,000000,76.75,77.2325,76.425,76.645,836282000
USD000000TOD,D,201023,000000,76.76,76.9375,76.095,76.23,851952000
USD000000TOD,D,201026,000000,76.5525,76.7,76.005,76.1175,694622000
USD000000TOD,D,201027,000000,76.35,77.1775,76.235,77.12,722777000
USD000000TOD,D,201028,000000,77.4675,78.91,77.2975,78.65,1064342000
USD000000TOD,D,201029,000000,78.9225,79.6175,78.58,78.63,920866000
USD000000TOD,D,201030,000000,79.07,79.5125,78.7475,79.255,743559000
USD000000TOD,D,201102,000000,79.5025,81.175,79.5025,80.4675,873643000
USD000000TOD,D,201103,000000,80.2425,80.38,79.135,79.4,741655000
